Order ID,Order Date,Completion Date,Required Accuracy,Price,Required Model Type,Customer ID,Employee ID,Model ID
S220973,2022-05-19,2022-08-07,62.54,218,NB,c0003,e00002,m0015
S210263,2021-07-07,2021-10-23,75.33,171,logR,c0048,e00021,m0082
S220045,2022-11-19,2022-12-18,75.49,203,DT,c0039,e00006,m0011
S220237,2022-02-08,2022-12-03,59.42,430,NN,c0009,e00004,m0023
S221074,2022-10-13,2022-10-21,71.8,293,kNN,c0018,e00004,m0042
S210741,2021-11-19,2021-12-11,65.81,275,NN,c0012,e00009,m0008
S220770,2022-11-14,2022-12-20,75.83,430,NN,c0014,e00014,m0081
S230814,2023-07-20,2023-08-21,52.2,404,NN,c0014,e00014,m0073
S210219,2021-09-21,2021-11-08,76.89,102,RF,c0041,e00015,m0047
S220451,2022-10-11,2022-10-21,54.25,266,NN,c0029,e00009,m0016
S220550,2022-05-15,2022-06-16,75.88,413,NN,c0028,e00003,m0065
S231167,2023-08-17,2023-10-28,59.21,576,kNN,c0059,e00016,m0049
S220774,2022-01-27,2022-04-27,77.69,428,SVM,c0040,e00011,m0071
S210719,2021-03-31,2021-05-14,66.12,288,RF,c0040,e00007,m0020
S231290,2023-04-15,2023-10-31,67.39,531,SVM,c0016,e00016,m0048
S230186,2023-12-10,2023-12-20,66.71,692,NB,c0033,e00005,m0029
S210501,2021-02-09,2021-10-26,71.57,158,NB,c0069,e00016,m0078
S231121,2023-08-24,2023-11-06,61.84,668,SVM,c0067,e00008,m0003
S230784,2023-01-06,2023-01-18,53.94,638,NN,c0013,e00002,m0050
S220736,2022-09-09,2022-12-04,65.95,375,NN,c0017,e00001,m0065
S220991,2022-01-25,2022-09-04,54.65,360,NN,c0018,e00004,m0065
S210134,2021-10-25,2021-11-04,53.96,172,logR,c0041,e00016,m0022
S221016,2022-08-23,2022-12-25,56.44,326,NN,c0071,e00016,m0043
S231427,2023-08-22,2023-10-27,54.46,589,NN,c0014,e00014,m0081
S210099,2021-04-17,2021-06-28,58.72,134,RF,c0001,e00017,m0039
S231002,2023-04-22,2023-07-07,51.37,566,kNN,c0053,e00008,m0034
S220876,2022-02-01,2022-10-21,69.16,274,NN,c0014,e00014,m0058
S220322,2022-11-01,2022-11-30,70.92,383,LR,c0046,e00021,m0053
S210814,2021-08-30,2021-12-18,74.44,254,RF,c0020,e00020,m0047
S210355,2021-09-11,2021-10-21,71.39,194,NN,c0072,e00001,m0002
S230210,2023-02-10,2023-03-07,72.86,573,RF,c0020,e00020,m0077
S220030,2022-05-20,2022-10-23,66.74,375,NN,c0065,e00008,m0073
S210886,2021-04-05,2021-04-25,67.12,138,NN,c0014,e00014,m0081
S230670,2023-05-18,2023-06-07,56.03,481,DT,c0051,e00020,m0069
S210540,2021-04-07,2021-04-28,77.3,164,NN,c0014,e00014,m0050
S230541,2023-08-10,2023-08-31,75.78,474,NN,c0024,e00021,m0050
S231017,2023-10-01,2023-12-06,77.91,539,SVM,c0016,e00016,m0027
S220539,2022-08-24,2022-10-24,68.55,203,NN,c0024,e00017,m0002
S220352,2022-03-04,2022-11-18,61.74,273,LR,c0017,e00011,m0045
S220120,2022-12-14,2022-12-17,58.51,250,RF,c0020,e00020,m0025
S210857,2021-10-15,2021-11-03,70.12,284,logR,c0039,e00018,m0051
S230357,2023-10-23,2023-11-05,72.79,588,NN,c0047,e00018,m0081
S220001,2022-08-12,2022-12-09,60.54,424,NB,c0054,e00017,m0052
S210450,2021-01-12,2021-03-26,76.87,115,logR,c0039,e00018,m0028
S231317,2023-03-02,2023-04-13,73.08,403,NN,c0055,e00003,m0073
S220290,2022-03-18,2022-07-02,55.49,216,LR,c0042,e00016,m0060
S220531,2022-02-02,2022-11-04,64.12,439,DT,c0036,e00010,m0069
S220786,2022-11-11,2022-12-18,57.56,487,NN,c0031,e00018,m0023
S210226,2021-03-20,2021-07-21,50.31,221,logR,c0016,e00016,m0082
S230113,2023-10-27,2023-10-29,77.55,609,kNN,c0051,e00011,m0004
S210137,2021-10-17,2021-10-20,61.85,279,NB,c0018,e00014,m0067
S230750,2023-10-12,2023-10-25,70.39,669,NN,c0009,e00012,m0081
S230170,2023-02-02,2023-05-29,75.88,534,LR,c0036,e00007,m0017
S230020,2023-08-27,2023-12-06,71.31,620,NN,c0014,e00014,m0008
S220256,2022-05-21,2022-11-04,70.8,379,RF,c0068,e00009,m0001
S231215,2023-04-18,2023-05-20,56.43,645,NN,c0033,e00008,m0058
S220808,2022-07-12,2022-11-01,73.85,265,logR,c0050,e00018,m0059
S230902,2023-08-31,2023-09-12,67.21,454,NN,c0059,e00014,m0002
S210179,2021-11-29,2021-12-07,60.59,256,NB,c0005,e00012,m0067
S210672,2021-02-04,2021-03-18,60.26,187,LR,c0026,e00001,m0060
S230162,2023-06-05,2023-08-11,58.57,557,LR,c0022,e00014,m0030
S230213,2023-09-29,2023-10-06,51.79,567,RF,c0020,e00020,m0001
S230095,2023-10-16,2023-10-24,52.42,474,LR,c0069,e00011,m0037
S210874,2021-11-30,2021-12-29,70.73,193,NB,c0038,e00019,m0052
S230858,2023-08-18,2023-12-22,70.01,485,LR,c0053,e00008,m0045
S220782,2022-10-16,2022-11-27,62.85,202,NN,c0063,e00010,m0016
S230981,2023-12-17,2023-12-26,50.44,470,kNN,c0008,e00010,m0034
S210101,2021-04-15,2021-10-28,77.59,294,logR,c0057,e00002,m0059
S231428,2023-01-10,2023-08-31,75.78,568,DT,c0003,e00010,m0018
S210878,2021-10-29,2021-11-10,55.7,220,DT,c0021,e00004,m0011
S220159,2022-04-19,2022-06-06,51.21,264,NN,c0014,e00014,m0050
S210350,2021-08-21,2021-09-22,76.19,131,RF,c0020,e00020,m0070
S230447,2023-05-19,2023-09-24,52.98,493,logR,c0042,e00016,m0044
S230098,2023-10-18,2023-10-21,63.04,688,NN,c0030,e00022,m0050
S220007,2022-08-01,2022-11-27,75.65,431,NN,c0033,e00019,m0002
S220748,2022-05-07,2022-07-08,67.69,269,DT,c0004,e00015,m0046
S230616,2023-10-12,2023-11-01,55.78,686,NN,c0031,e00017,m0016
S220825,2022-06-27,2022-12-03,72.8,474,kNN,c0044,e00022,m0024
S231021,2023-05-29,2023-07-15,69.02,582,SVM,c0071,e00016,m0071
S220154,2022-08-08,2022-11-16,61.31,285,RF,c0020,e00020,m0001
S220858,2022-07-26,2022-08-07,69.91,487,SVM,c0016,e00016,m0033
S210354,2021-11-09,2021-12-26,50.8,206,NN,c0014,e00014,m0081
S220340,2022-10-04,2022-10-25,63.43,342,NN,c0072,e00010,m0043
S231298,2023-09-03,2023-09-20,61.71,402,DT,c0012,e00018,m0031
S220918,2022-06-29,2022-11-03,71.29,403,NN,c0014,e00014,m0058
S210309,2021-02-01,2021-06-08,62.95,150,LR,c0038,e00013,m0009
S220067,2022-06-10,2022-09-05,75.0,465,NN,c0014,e00014,m0016
S220449,2022-09-25,2022-11-24,56.09,242,LR,c0010,e00022,m0075
S210812,2021-12-08,2021-12-08,54.51,205,NN,c0062,e00015,m0023
S210271,2021-08-07,2021-10-30,70.82,252,DT,c0065,e00020,m0011
S210483,2021-10-02,2021-12-12,76.0,152,DT,c0002,e00001,m0061
S220361,2022-08-04,2022-11-22,70.2,460,logR,c0050,e00021,m0059
S231422,2023-11-23,2023-11-30,50.13,402,logR,c0039,e00013,m0014
S231214,2023-03-20,2023-04-18,69.44,445,SVM,c0016,e00016,m0027
S210064,2021-12-21,2021-12-22,51.5,168,LR,c0011,e00022,m0017
S220181,2022-09-11,2022-11-30,60.44,331,RF,c0068,e00006,m0047
S220679,2022-08-10,2022-11-10,75.56,248,DT,c0004,e00015,m0061
S231280,2023-06-13,2023-06-15,68.21,515,NN,c0014,e00014,m0081
S220327,2022-05-13,2022-09-29,57.61,285,NN,c0014,e00014,m0043
S210653,2021-11-11,2021-12-11,64.82,284,RF,c0020,e00020,m0013
S221042,2022-08-22,2022-09-12,65.06,380,NN,c0014,e00014,m0073
S231395,2023-07-30,2023-08-02,64.1,562,NN,c0014,e00014,m0073
S231382,2023-04-11,2023-07-14,56.57,562,DT,c0018,e00001,m0011
S210579,2021-11-25,2021-12-05,53.04,186,NN,c0037,e00013,m0002
S210434,2021-02-01,2021-03-19,54.25,216,DT,c0064,e00008,m0031
S210031,2021-06-18,2021-09-11,74.36,146,NB,c0037,e00010,m0078
S221027,2022-05-06,2022-09-26,63.59,241,NN,c0046,e00003,m0008
S230501,2023-08-08,2023-08-12,56.66,665,NN,c0014,e00014,m0043
S231184,2023-01-13,2023-05-10,56.16,650,NN,c0014,e00014,m0073
S230627,2023-12-02,2023-12-27,66.34,568,NN,c0014,e00014,m0008
S210537,2021-06-12,2021-09-06,60.69,203,RF,c0019,e00013,m0047
S230948,2023-04-03,2023-04-25,64.78,521,NN,c0009,e00012,m0050
S230259,2023-02-10,2023-10-17,63.85,575,SVM,c0019,e00020,m0079
S230973,2023-11-02,2023-12-24,58.69,450,LR,c0050,e00010,m0060
S231141,2023-11-06,2023-11-27,62.62,421,SVM,c0016,e00016,m0041
S210389,2021-01-24,2021-10-13,77.5,158,logR,c0006,e00021,m0044
S220209,2022-06-11,2022-08-30,53.22,364,NN,c0039,e00008,m0065
S220653,2022-02-22,2022-08-02,72.31,200,NN,c0061,e00001,m0043
S220435,2022-06-11,2022-09-15,54.04,447,kNN,c0056,e00007,m0034
S231257,2023-06-15,2023-12-28,67.48,519,DT,c0058,e00007,m0018
S221008,2022-03-05,2022-03-17,66.24,297,NB,c0071,e00018,m0078
S230782,2023-02-22,2023-07-27,66.67,693,NN,c0002,e00006,m0073
S230359,2023-05-30,2023-06-19,60.09,441,NN,c0014,e00014,m0016
S230381,2023-03-05,2023-12-16,75.61,517,logR,c0064,e00006,m0036
S210468,2021-07-24,2021-10-05,52.73,222,DT,c0006,e00020,m0054
S230780,2023-02-08,2023-05-02,77.31,683,NN,c0014,e00014,m0050
S220811,2022-08-24,2022-12-16,74.77,311,RF,c0065,e00011,m0039
S220898,2022-09-27,2022-10-27,56.84,313,NN,c0014,e00014,m0058
S210192,2021-12-06,2021-12-13,59.77,130,DT,c0033,e00012,m0018
S230239,2023-09-16,2023-10-17,65.78,544,NN,c0014,e00014,m0016
S230816,2023-10-14,2023-12-04,75.36,646,NN,c0009,e00007,m0065
S231340,2023-03-23,2023-08-14,65.21,467,NN,c0014,e00014,m0058
S210065,2021-08-02,2021-08-27,52.26,180,logR,c0004,e00007,m0014
S210342,2021-11-26,2021-12-11,57.36,286,logR,c0025,e00008,m0007
S231390,2023-02-22,2023-10-21,68.58,589,kNN,c0045,e00005,m0072
S230129,2023-09-28,2023-12-25,56.65,539,NN,c0014,e00014,m0081
S230908,2023-02-02,2023-12-18,69.13,529,NN,c0014,e00014,m0002
S210654,2021-10-24,2021-12-21,66.82,263,NN,c0014,e00014,m0016
S230019,2023-07-15,2023-11-18,67.67,512,RF,c0004,e00001,m0032
S220167,2022-04-13,2022-10-19,68.36,410,SVM,c0038,e00019,m0041
S230988,2023-10-11,2023-12-22,59.57,681,NN,c0014,e00014,m0008
S220566,2022-09-07,2022-11-02,61.39,452,RF,c0020,e00020,m0001
S220143,2022-06-15,2022-09-26,64.66,426,NN,c0053,e00012,m0065
S210525,2021-07-25,2021-08-04,51.97,187,NN,c0065,e00016,m0073
S230831,2023-04-06,2023-07-02,50.8,437,logR,c0042,e00012,m0059
S231359,2023-09-19,2023-12-25,61.31,561,NN,c0012,e00009,m0065
S230191,2023-06-05,2023-10-22,65.24,698,NN,c0014,e00014,m0008
S220338,2022-04-16,2022-09-07,66.33,446,NN,c0014,e00014,m0035
S210328,2021-07-14,2021-11-02,72.63,199,kNN,c0026,e00010,m0057
S210250,2021-07-22,2021-08-19,71.24,243,kNN,c0067,e00003,m0004
S220844,2022-06-01,2022-11-21,75.95,491,NN,c0014,e00014,m0065
S230855,2023-10-13,2023-11-12,62.44,563,LR,c0012,e00011,m0045
S220234,2022-07-05,2022-08-31,72.22,209,NN,c0015,e00020,m0058
S220602,2022-05-15,2022-12-24,68.14,488,NN,c0002,e00014,m0016
S210104,2021-08-17,2021-12-05,67.74,158,kNN,c0052,e00001,m0057
S230263,2023-04-14,2023-08-21,55.16,493,NN,c0016,e00018,m0023
S230885,2023-04-12,2023-09-27,62.53,676,NN,c0014,e00014,m0008
S230018,2023-05-19,2023-11-07,73.94,433,SVM,c0011,e00011,m0041
S220749,2022-02-25,2022-12-02,55.81,280,logR,c0027,e00003,m0074
S230930,2023-04-09,2023-05-08,69.32,414,NN,c0014,e00014,m0008
S220129,2022-04-06,2022-12-09,57.75,208,LR,c0029,e00006,m0017
S230100,2023-03-06,2023-10-21,69.04,436,NN,c0007,e00010,m0081
S210591,2021-11-26,2021-12-03,67.35,239,NN,c0019,e00009,m0035
S230028,2023-02-23,2023-11-21,63.22,432,NN,c0058,e00021,m0081
S231441,2023-06-19,2023-08-17,60.75,578,NN,c0014,e00014,m0073
S220394,2022-06-28,2022-09-27,69.36,389,NB,c0013,e00017,m0040
S210128,2021-06-27,2021-10-14,75.43,299,logR,c0069,e00008,m0028
S230340,2023-03-16,2023-06-24,64.67,464,NN,c0002,e00003,m0035
S220443,2022-09-14,2022-12-09,60.89,490,kNN,c0017,e00011,m0042
S220564,2022-03-31,2022-10-01,61.91,378,RF,c0027,e00006,m0039
S220197,2022-12-29,2022-12-31,58.74,447,logR,c0053,e00013,m0022
S230952,2023-12-07,2023-12-09,66.53,509,NN,c0014,e00014,m0043
S220009,2022-06-28,2022-07-19,55.59,468,DT,c0010,e00012,m0076
S231346,2023-06-13,2023-07-16,64.06,419,NN,c0014,e00014,m0065
S210102,2021-03-29,2021-12-29,73.51,222,LR,c0017,e00017,m0030
S220790,2022-06-02,2022-09-05,77.15,263,NN,c0056,e00015,m0050
S220926,2022-06-12,2022-07-17,73.98,309,kNN,c0010,e00018,m0004
S210335,2021-06-24,2021-07-11,63.42,158,NB,c0065,e00004,m0078
S230588,2023-12-06,2023-12-25,76.05,537,NN,c0014,e00014,m0016
S210407,2021-10-24,2021-10-24,53.59,168,SVM,c0021,e00002,m0071
S210425,2021-08-10,2021-09-20,63.88,163,NN,c0058,e00017,m0035
S230043,2023-11-22,2023-11-23,66.19,582,NN,c0024,e00022,m0081
S230491,2023-08-19,2023-10-07,76.62,533,NN,c0014,e00014,m0043
S230230,2023-09-18,2023-10-19,51.22,641,RF,c0020,e00006,m0062
S210703,2021-06-14,2021-07-13,69.38,279,logR,c0035,e00003,m0007
S231370,2023-07-25,2023-07-31,50.75,633,NN,c0014,e00014,m0073
S210686,2021-06-01,2021-12-12,75.64,212,SVM,c0047,e00012,m0063
S231015,2023-02-20,2023-09-03,68.85,512,NN,c0014,e00014,m0065
S230304,2023-08-22,2023-10-01,75.99,649,NN,c0014,e00014,m0002
S230067,2023-09-18,2023-11-14,52.28,641,NN,c0014,e00014,m0002
S230518,2023-01-31,2023-07-11,57.41,480,RF,c0020,e00020,m0062
S220432,2022-07-12,2022-09-03,63.33,268,NB,c0068,e00006,m0052
S230413,2023-04-25,2023-11-06,53.44,648,RF,c0020,e00020,m0025
S210075,2021-11-06,2021-12-02,67.32,288,DT,c0029,e00018,m0026
S230843,2023-06-18,2023-09-05,67.16,416,NN,c0049,e00011,m0016
S230178,2023-04-06,2023-06-20,68.33,443,NN,c0041,e00019,m0035
S231152,2023-05-10,2023-10-21,66.62,659,NN,c0014,e00014,m0065
S210449,2021-04-05,2021-07-30,64.88,144,DT,c0052,e00008,m0011
S230072,2023-01-30,2023-12-14,65.55,455,NN,c0068,e00001,m0050
S231066,2023-12-23,2023-12-27,51.96,669,NN,c0023,e00002,m0050
S220627,2022-01-31,2022-07-29,58.75,204,NN,c0009,e00013,m0050
S210821,2021-04-20,2021-08-06,55.56,105,kNN,c0012,e00008,m0049
S230661,2023-09-19,2023-10-28,74.16,525,logR,c0035,e00019,m0082
S220743,2022-10-15,2022-12-12,60.69,483,RF,c0023,e00006,m0020
S220873,2022-04-01,2022-08-21,66.2,477,kNN,c0042,e00009,m0049
S231176,2023-06-11,2023-06-17,67.65,531,NN,c0061,e00010,m0065
S220969,2022-06-25,2022-09-30,63.58,214,NN,c0014,e00014,m0058
S230658,2023-10-29,2023-10-31,76.29,456,DT,c0061,e00003,m0061
S230457,2023-03-03,2023-07-22,58.39,457,NN,c0044,e00007,m0058
S220769,2022-06-29,2022-08-20,74.01,417,DT,c0034,e00022,m0038
S220863,2022-10-03,2022-11-30,72.19,482,NB,c0038,e00007,m0040
S220210,2022-05-16,2022-07-27,74.91,228,NN,c0014,e00014,m0073
S230368,2023-01-24,2023-03-01,64.48,598,NN,c0014,e00007,m0050
S210183,2021-02-15,2021-02-26,58.45,191,kNN,c0023,e00003,m0080
S231139,2023-04-29,2023-10-23,61.58,564,NN,c0014,e00014,m0043
S210310,2021-08-18,2021-09-21,53.15,187,NN,c0027,e00001,m0073
S230667,2023-02-01,2023-12-21,69.95,662,NN,c0014,e00014,m0081
S210408,2021-01-03,2021-10-10,58.65,144,LR,c0014,e00001,m0060
S220716,2022-02-08,2022-08-30,68.59,409,logR,c0054,e00005,m0082
S231149,2023-03-14,2023-11-18,72.13,487,NN,c0014,e00014,m0073
S220684,2022-02-10,2022-07-17,69.41,291,SVM,c0025,e00020,m0048
S220842,2022-04-30,2022-05-11,77.65,227,NN,c0014,e00004,m0073
S231128,2023-09-09,2023-12-26,71.83,525,NN,c0020,e00010,m0002
S210503,2021-07-09,2021-07-10,73.26,156,logR,c0042,e00017,m0059
S230987,2023-09-04,2023-11-13,57.09,679,NN,c0009,e00003,m0016
S231119,2023-11-16,2023-12-31,66.89,620,logR,c0013,e00011,m0082
S230343,2023-01-16,2023-02-02,76.4,410,NN,c0044,e00021,m0073
S220397,2022-05-02,2022-05-31,53.11,363,SVM,c0008,e00007,m0012
S230757,2023-08-23,2023-09-13,58.97,505,DT,c0048,e00009,m0038
S210077,2021-09-15,2021-09-27,73.35,185,SVM,c0071,e00013,m0021
S231275,2023-01-07,2023-10-07,56.65,647,RF,c0063,e00018,m0039
S230159,2023-06-27,2023-09-04,50.92,421,SVM,c0016,e00016,m0071
S220922,2022-12-07,2022-12-14,77.78,318,LR,c0049,e00012,m0060
S231403,2023-10-07,2023-12-10,71.35,666,NN,c0018,e00014,m0043
S210847,2021-11-10,2021-11-10,75.09,252,kNN,c0047,e00012,m0080
S230683,2023-12-29,2023-12-30,60.31,626,NN,c0014,e00014,m0043
S220117,2022-05-30,2022-10-28,59.39,314,kNN,c0044,e00016,m0010
S220310,2022-08-28,2022-12-13,71.98,201,LR,c0005,e00020,m0075
S230818,2023-06-26,2023-08-11,76.76,453,kNN,c0058,e00007,m0057
S220330,2022-11-21,2022-12-03,58.15,200,NN,c0044,e00022,m0065
S230844,2023-04-04,2023-06-26,63.29,675,NN,c0014,e00014,m0058
S230462,2023-01-30,2023-03-15,73.78,618,RF,c0068,e00015,m0006
S220794,2022-04-18,2022-06-25,62.61,425,SVM,c0056,e00014,m0033
S220968,2022-12-29,2022-12-30,74.73,361,kNN,c0009,e00020,m0057
S220807,2022-10-03,2022-11-02,75.54,248,kNN,c0007,e00020,m0034
S210699,2021-04-03,2021-11-18,60.23,171,kNN,c0063,e00002,m0064
S210247,2021-01-23,2021-08-14,61.92,110,SVM,c0033,e00014,m0033
S210240,2021-02-01,2021-11-16,57.24,105,SVM,c0016,e00016,m0012
S220785,2022-10-15,2022-11-27,62.29,400,DT,c0026,e00022,m0031
S230326,2023-08-18,2023-11-10,57.77,631,NN,c0054,e00016,m0065
S220765,2022-01-25,2022-12-23,62.53,268,LR,c0014,e00009,m0060
S220677,2022-04-20,2022-12-29,60.52,331,logR,c0070,e00007,m0044
S230173,2023-12-07,2023-12-27,56.98,402,DT,c0036,e00015,m0018
S210412,2021-08-31,2021-09-14,64.28,283,LR,c0034,e00013,m0053
S230331,2023-12-08,2023-12-23,60.69,687,DT,c0044,e00011,m0061
S210343,2021-10-22,2021-12-03,63.27,170,logR,c0035,e00005,m0022
S210477,2021-02-21,2021-11-13,57.0,230,logR,c0045,e00003,m0028
S220522,2022-05-20,2022-11-20,51.08,410,kNN,c0063,e00018,m0064
S231310,2023-11-08,2023-12-02,59.08,551,NN,c0056,e00017,m0081
S231406,2023-04-18,2023-06-02,54.6,471,NN,c0014,e00014,m0073
S230534,2023-03-17,2023-11-11,63.99,558,NN,c0036,e00004,m0043
S210208,2021-08-27,2021-09-21,58.18,279,NN,c0014,e00014,m0016
S231023,2023-07-12,2023-09-28,61.45,411,NN,c0051,e00008,m0002
S210688,2021-09-29,2021-12-10,62.56,288,LR,c0006,e00015,m0053
S220459,2022-05-28,2022-09-30,64.09,292,DT,c0071,e00020,m0054
S230301,2023-06-24,2023-10-02,61.09,670,SVM,c0050,e00019,m0048
S230819,2023-11-22,2023-12-15,55.83,561,NN,c0052,e00019,m0081
S210851,2021-12-27,2021-12-27,58.65,284,NN,c0014,e00014,m0065
S231209,2023-09-08,2023-11-12,50.77,667,NN,c0014,e00014,m0002
S231291,2023-02-20,2023-10-16,62.29,530,NN,c0014,e00014,m0065
S220621,2022-03-21,2022-07-26,53.87,417,NN,c0048,e00005,m0008
S210246,2021-01-17,2021-05-27,53.7,266,logR,c0033,e00002,m0014
S210761,2021-02-04,2021-09-28,54.37,263,NN,c0041,e00009,m0050
S220720,2022-03-12,2022-07-11,71.47,371,NN,c0014,e00014,m0081
S210356,2021-10-19,2021-11-22,75.29,215,DT,c0025,e00018,m0038
S210489,2021-11-28,2021-12-28,50.13,176,kNN,c0017,e00004,m0004
S220024,2022-11-26,2022-12-12,64.99,311,DT,c0062,e00019,m0054
S230082,2023-12-06,2023-12-15,75.31,586,NB,c0059,e00001,m0029
S230977,2023-07-21,2023-08-19,57.34,554,NN,c0031,e00007,m0065
S231287,2023-08-19,2023-10-01,71.94,635,NN,c0059,e00017,m0043
S220068,2022-05-23,2022-06-09,55.89,314,NB,c0063,e00009,m0040
S220554,2022-05-06,2022-10-01,60.39,363,LR,c0064,e00014,m0053
S231138,2023-01-05,2023-12-23,59.04,605,NN,c0042,e00008,m0081
S220142,2022-01-01,2022-03-31,69.47,392,NN,c0014,e00014,m0023
S210629,2021-03-28,2021-11-16,62.79,189,kNN,c0031,e00017,m0049
S230110,2023-10-22,2023-10-23,55.73,429,NN,c0014,e00014,m0016
S231274,2023-03-13,2023-03-28,67.14,670,SVM,c0016,e00016,m0048
S210611,2021-09-08,2021-11-23,65.22,257,NN,c0069,e00007,m0073
S230868,2023-10-18,2023-10-22,60.9,593,NB,c0033,e00010,m0015
S210718,2021-12-23,2021-12-27,71.27,293,LR,c0025,e00016,m0053
S220115,2022-09-04,2022-11-30,56.96,396,SVM,c0016,e00016,m0056
S231082,2023-04-25,2023-06-14,58.58,637,DT,c0063,e00001,m0054
S210693,2021-06-28,2021-07-27,76.28,139,LR,c0046,e00021,m0030
S231312,2023-06-06,2023-07-02,58.49,660,SVM,c0016,e00016,m0071
S220218,2022-05-27,2022-06-19,68.91,383,kNN,c0041,e00002,m0042
S221025,2022-11-02,2022-11-20,67.15,308,LR,c0015,e00022,m0075
S220882,2022-05-03,2022-09-06,51.83,246,NN,c0001,e00015,m0043
S230415,2023-08-08,2023-09-23,58.09,543,RF,c0027,e00007,m0039
S210010,2021-12-12,2021-12-12,73.82,191,NB,c0034,e00019,m0067
S210159,2021-01-09,2021-10-23,66.95,290,DT,c0046,e00007,m0054
S230849,2023-04-18,2023-06-24,53.21,511,NN,c0063,e00005,m0050
S210507,2021-11-06,2021-12-20,72.75,137,NB,c0049,e00008,m0052
S230477,2023-10-05,2023-12-31,64.93,512,SVM,c0027,e00020,m0021
S230898,2023-07-23,2023-08-16,62.89,684,NN,c0004,e00013,m0081
S230808,2023-01-27,2023-10-14,72.73,567,NN,c0014,e00014,m0081
S231339,2023-03-15,2023-09-22,57.42,423,kNN,c0016,e00008,m0042
S230277,2023-03-08,2023-06-01,76.25,618,logR,c0022,e00014,m0059
S210371,2021-10-10,2021-10-27,52.66,244,DT,c0051,e00012,m0046
S220440,2022-08-11,2022-09-23,71.49,283,LR,c0014,e00013,m0053
S230810,2023-08-16,2023-10-19,64.44,675,NN,c0024,e00008,m0081
S230656,2023-07-26,2023-10-08,59.1,424,NN,c0065,e00003,m0050
S210526,2021-01-23,2021-04-30,59.98,273,DT,c0052,e00014,m0054
S230481,2023-07-05,2023-12-16,67.58,494,NN,c0014,e00014,m0002
S210211,2021-10-27,2021-11-05,70.79,102,NB,c0038,e00013,m0052
S230290,2023-08-17,2023-11-21,63.36,465,LR,c0068,e00018,m0053
S220147,2022-07-18,2022-12-27,53.58,299,logR,c0067,e00011,m0074
S210416,2021-12-06,2021-12-14,63.63,272,NB,c0057,e00010,m0029
S231431,2023-02-01,2023-10-19,58.16,466,NN,c0030,e00014,m0008
S230257,2023-10-20,2023-11-07,64.49,499,NN,c0014,e00014,m0043
S220455,2022-07-05,2022-11-19,57.43,326,NN,c0014,e00014,m0065
S231360,2023-07-07,2023-10-30,57.94,449,NN,c0050,e00003,m0023
S210055,2021-01-11,2021-01-25,73.67,284,DT,c0054,e00022,m0011
S230384,2023-08-13,2023-11-07,50.34,602,NN,c0064,e00003,m0050
S220879,2022-12-28,2022-12-30,56.67,348,NN,c0050,e00021,m0043
S210177,2021-08-06,2021-11-10,68.6,105,LR,c0039,e00005,m0045
S220283,2022-04-22,2022-05-22,52.99,443,logR,c0049,e00020,m0051
S210822,2021-11-27,2021-12-24,69.21,227,logR,c0016,e00004,m0007
S220510,2022-07-02,2022-10-31,51.71,214,LR,c0052,e00001,m0009
S210396,2021-03-23,2021-06-09,71.75,169,NB,c0052,e00019,m0067
S210475,2021-04-16,2021-07-28,60.36,172,NN,c0014,e00014,m0065
S220405,2022-04-03,2022-11-13,74.91,440,SVM,c0028,e00013,m0033
S230934,2023-05-27,2023-06-06,53.78,438,NN,c0044,e00019,m0035
S221050,2022-09-23,2022-12-10,67.4,309,NN,c0062,e00018,m0035
S210574,2021-05-22,2021-10-03,62.6,104,logR,c0049,e00001,m0044
S210019,2021-12-19,2021-12-25,77.75,275,SVM,c0003,e00020,m0033
S230264,2023-04-02,2023-12-14,77.88,624,NN,c0014,e00014,m0008
S210370,2021-09-16,2021-09-27,65.81,238,LR,c0038,e00013,m0060
S220865,2022-02-21,2022-11-23,63.12,286,NN,c0028,e00019,m0065
S231269,2023-06-07,2023-10-26,76.89,481,SVM,c0016,e00016,m0079
S220864,2022-08-28,2022-12-07,77.58,316,NN,c0014,e00014,m0058
S221082,2022-08-24,2022-08-31,68.11,469,LR,c0031,e00017,m0060
S210652,2021-11-27,2021-12-03,55.53,256,NB,c0064,e00016,m0052
S210110,2021-05-11,2021-10-04,50.86,248,kNN,c0066,e00015,m0019
S210022,2021-04-24,2021-06-12,62.29,268,LR,c0043,e00010,m0037
S220966,2022-03-07,2022-12-04,54.64,395,SVM,c0021,e00005,m0033
S210510,2021-08-16,2021-12-26,56.76,200,NB,c0001,e00015,m0078
S230762,2023-12-02,2023-12-16,59.51,676,SVM,c0016,e00016,m0021
S230241,2023-07-15,2023-10-02,66.73,585,NN,c0026,e00014,m0016
S210119,2021-03-07,2021-10-27,63.8,153,NN,c0014,e00014,m0065
S220266,2022-04-18,2022-09-07,62.38,211,kNN,c0001,e00011,m0024
S221094,2022-02-04,2022-12-08,57.38,277,DT,c0024,e00011,m0054
S230009,2023-01-23,2023-05-17,66.74,441,NN,c0032,e00011,m0016
S220694,2022-03-16,2022-08-18,58.54,316,SVM,c0071,e00020,m0048
S220569,2022-05-22,2022-12-29,71.54,434,SVM,c0056,e00001,m0012
S220376,2022-07-02,2022-09-21,72.78,440,RF,c0020,e00020,m0062
S231247,2023-11-22,2023-12-16,63.84,457,LR,c0004,e00006,m0060
